0	0	1	1
1	1	8	1
2	1	3	1
3	2	41	1
4	2	3	1
5	2	3	1
6	2	6	1
7	3	49	1
8	4	8	1
9	4	9	1
10	4	7	1
11	5	8	1
12	5	47	1
13	6	7	1
14	8	32	1
15	8	35	1
16	8	38	1
17	8	47	1
18	8	36	1
19	8	30	1
20	8	31	1
21	9	32	1
22	10	11	1
23	11	19	1
24	11	23	1
25	12	30	1
26	12	30	1
27	13	30	1
28	13	14	1
29	14	42	1
30	14	45	1
31	14	15	1
32	15	16	1
33	16	17	1
34	16	17	1
35	17	18	1
36	18	19	1
37	19	24	1
38	19	30	1
39	20	26	1
40	20	21	1
41	21	28	1
42	22	37	1
43	22	30	1
44	23	30	1
45	24	27	1
46	25	27	1
47	25	37	1
48	26	27	1
49	26	27	1
50	26	29	1
51	28	29	1
52	30	36	1
53	30	38	1
54	30	31	1
55	32	39	1
56	32	38	1
57	32	33	1
58	33	34	1
59	34	35	1
60	37	38	1
61	37	38	1
62	38	39	1
63	40	41	1
64	40	49	1
65	42	44	1
66	42	46	1
67	43	44	1
68	43	46	1
69	45	47	1
70	46	47	1
71	47	48	1
72	48	49	1
