0	0	65	1
1	0	65	1
2	0	3	1
3	1	3	1
4	2	58	1
5	2	66	1
6	4	48	1
7	4	33	1
8	4	7	1
9	5	6	1
10	5	7	1
11	6	33	1
12	8	9	1
13	8	26	1
14	8	43	1
15	8	63	1
16	9	26	1
17	9	26	1
18	9	12	1
19	9	63	1
20	10	64	1
21	10	33	1
22	10	39	1
23	10	39	1
24	10	11	1
25	10	48	1
26	10	59	1
27	11	50	1
28	12	34	1
29	12	13	1
30	12	14	1
31	13	28	1
32	13	30	1
33	14	16	1
34	15	29	1
35	15	38	1
36	16	17	1
37	16	23	1
38	16	23	1
39	17	34	1
40	17	38	1
41	17	38	1
42	18	19	1
43	19	20	1
44	19	34	1
45	19	46	1
46	19	37	1
47	20	22	1
48	21	34	1
49	21	22	1
50	23	24	1
51	23	24	1
52	24	25	1
53	25	36	1
54	26	27	1
55	26	63	1
56	28	43	1
57	29	34	1
58	29	43	1
59	29	30	1
60	29	30	1
61	30	44	1
62	31	51	1
63	31	52	1
64	31	53	1
65	32	52	1
66	32	53	1
67	32	53	1
68	34	37	1
69	35	36	1
70	37	38	1
71	37	45	1
72	37	46	1
73	38	46	1
74	39	56	1
75	39	51	1
76	39	42	1
77	39	42	1
78	39	46	1
79	39	46	1
80	40	41	1
81	41	42	1
82	42	43	1
83	42	43	1
84	42	46	1
85	42	46	1
86	43	44	1
87	43	63	1
88	43	63	1
89	45	46	1
90	46	53	1
91	47	49	1
92	47	54	1
93	48	49	1
94	48	53	1
95	48	53	1
96	49	50	1
97	51	56	1
98	52	56	1
99	53	54	1
100	55	62	1
101	55	62	1
102	57	58	1
103	57	66	1
104	59	61	1
105	60	61	1
106	60	61	1
107	61	62	1
108	62	64	1
109	64	65	1
110	64	65	1
111	65	66	1
112	65	66	1
