0	0	25	1
1	0	3	1
2	0	12	1
3	1	3	1
4	1	46	1
5	2	25	1
6	2	3	1
7	2	45	1
8	2	46	1
9	4	9	1
10	4	5	1
11	4	7	1
12	5	6	1
13	5	31	1
14	6	48	1
15	6	13	1
16	6	54	1
17	6	31	1
18	7	8	1
19	8	9	1
20	8	37	1
21	9	13	1
22	9	38	1
23	10	16	1
24	10	19	1
25	10	11	1
26	11	19	1
27	11	14	1
28	12	26	1
29	13	34	1
30	13	38	1
31	13	39	1
32	13	50	1
33	13	29	1
34	14	15	1
35	14	23	1
36	15	28	1
37	16	24	1
38	16	17	1
39	16	35	1
40	17	18	1
41	18	19	1
42	18	20	1
43	19	20	1
44	20	21	1
45	21	22	1
46	21	23	1
47	22	30	1
48	24	41	1
49	24	36	1
50	25	33	1
51	25	26	1
52	25	31	1
53	26	33	1
54	27	28	1
55	27	30	1
56	29	40	1
57	29	32	1
58	29	34	1
59	31	32	1
60	32	33	1
61	32	34	1
62	35	41	1
63	35	36	1
64	37	44	1
65	38	39	1
66	38	41	1
67	39	40	1
68	41	42	1
69	42	43	1
70	43	44	1
71	45	53	1
72	45	54	1
73	47	48	1
74	47	49	1
75	48	49	1
76	49	50	1
77	50	51	1
78	50	52	1
79	50	53	1
80	51	53	1
