0	0	16	1
1	0	3	1
2	0	39	1
3	1	18	1
4	1	39	1
5	2	33	1
6	4	8	1
7	5	38	1
8	6	18	1
9	6	39	1
10	7	39	1
11	8	38	1
12	8	39	1
13	8	9	1
14	8	11	1
15	8	16	1
16	8	18	1
17	8	23	1
18	8	24	1
19	8	25	1
20	8	26	1
21	8	27	1
22	8	28	1
23	8	31	1
24	9	27	1
25	10	39	1
26	12	28	1
27	13	25	1
28	14	16	1
29	14	28	1
30	15	16	1
31	15	28	1
32	16	27	1
33	16	28	1
34	17	28	1
35	18	32	1
36	18	33	1
37	18	41	1
38	18	39	1
39	18	40	1
40	18	25	1
41	18	27	1
42	18	28	1
43	19	39	1
44	20	23	1
45	21	28	1
46	22	25	1
47	22	28	1
48	23	28	1
49	23	39	1
50	25	39	1
51	25	27	1
52	27	39	1
53	27	30	1
54	28	38	1
55	28	39	1
56	28	29	1
57	32	39	1
58	33	39	1
59	34	39	1
60	35	39	1
61	36	39	1
62	37	38	1
63	38	39	1
64	39	41	1
65	39	40	1
