0	83	86	10.000000
1	70	55	7.000000
2	59	47	3.000000
3	72	18	2.000000
4	62	8	3.000000
5	53	87	1.000000
6	29	90	8.000000
7	91	33	4.000000
8	78	19	2.000000
9	35	92	2.000000
10	93	51	10.000000
11	1	70	1.000000
12	93	41	6.000000
13	15	98	7.000000
14	9	24	8.000000
15	20	52	8.000000
16	7	28	5.000000
17	65	48	1.000000
18	66	40	7.000000
19	89	17	5.000000
20	94	11	8.000000
21	13	28	5.000000
22	30	53	9.000000
23	73	37	6.000000
24	40	67	9.000000
25	95	6	3.000000
26	22	31	7.000000
27	48	8	1.000000
28	89	47	7.000000
29	20	16	7.000000
30	14	28	5.000000
31	98	45	7.000000
32	87	79	3.000000
33	61	68	9.000000
34	41	81	10.000000
35	80	75	7.000000
36	12	10	1.000000
37	2	22	8.000000
38	5	33	1.000000
39	20	23	2.000000
40	6	4	1.000000
41	50	97	2.000000
42	5	42	4.000000
43	54	99	8.000000
44	76	99	8.000000
45	47	67	3.000000
46	74	73	7.000000
47	9	63	5.000000
48	60	81	6.000000
49	67	43	3.000000
50	24	1	1.000000
51	0	20	3.000000
52	85	84	10.000000
53	39	62	1.000000
54	14	26	10.000000
55	27	86	10.000000
56	22	50	5.000000
57	10	75	6.000000
58	91	64	2.000000
59	82	32	1.000000
60	27	9	4.000000
61	65	77	8.000000
62	82	98	9.000000
63	2	21	9.000000
64	84	94	7.000000
65	11	96	1.000000
66	31	38	5.000000
67	57	29	7.000000
68	56	53	8.000000
69	79	69	7.000000
70	3	71	1.000000
71	37	80	10.000000
72	96	68	8.000000
73	75	64	6.000000
74	62	88	10.000000
75	24	44	8.000000
76	50	29	9.000000
77	3	46	6.000000
78	15	36	4.000000
79	25	34	4.000000
80	72	49	9.000000
81	35	41	4.000000
82	2	56	8.000000
83	85	78	10.000000
84	36	27	4.000000
85	17	28	8.000000
86	89	53	9.000000
87	33	60	8.000000
88	25	94	5.000000
89	49	77	2.000000
90	88	98	10.000000
91	95	58	1.000000
92	58	11	10.000000
93	13	8	9.000000
94	23	11	9.000000
95	7	76	6.000000
96	51	97	9.000000
97	46	16	5.000000
98	87	95	4.000000
