0	1
1	3
2	5
3	2
4	3
5	1
6	1
7	5
8	4
9	2
10	2
11	3
12	1
13	1
14	5
15	1
16	3
17	2
18	5
19	1
20	4
21	2
22	1
23	3
24	5
25	2
26	5
27	3
28	2
29	5
30	4
31	2
32	5
33	1
34	1
35	5
36	1
37	4
38	2
39	4
40	3
41	3
42	2
43	3
44	4
45	4
46	4
47	5
48	2
49	5
50	4
51	1
52	5
53	4
54	2
55	3
56	3
57	2
58	5
59	2
60	3
61	4
62	3
63	3
64	2
65	1
66	2
67	4
68	4
69	4
70	4
71	2
72	3
73	3
74	4
75	5
76	1
77	3
78	1
79	3
80	2
81	5
82	2
83	5
84	2
85	3
86	5
87	4
88	5
89	2
90	2
91	3
92	5
93	2
94	5
95	2
96	5
97	3
98	5
99	2
100	1
101	3
102	5
103	4
104	3
105	5
106	2
107	5
108	4
109	5
110	4
111	1
112	1
113	2
114	1
115	5
116	5
117	4
118	1
119	5
120	2
121	4
122	2
123	5
124	1
125	2
126	5
127	4
128	5
129	3
130	2
131	3
132	3
133	3
134	5
135	4
136	4
137	1
138	2
139	3
140	3
141	1
142	3
143	5
144	3
145	4
146	2
147	3
148	3
149	2
150	4
151	2
152	4
153	4
154	2
155	1
156	2
157	2
158	5
159	3
160	2
161	4
162	1
163	1
164	4
165	3
166	4
167	2
168	2
169	4
170	2
171	5
172	3
173	4
174	2
175	4
176	2
177	4
178	2
179	1
180	3
181	5
182	1
183	2
184	5
185	5
186	3
187	4
188	2
189	3
190	3
191	2
192	3
193	3
194	5
195	2
196	4
197	2
198	2
199	2
200	4
201	4
202	3
203	4
204	1
205	3
206	1
207	2
208	1
209	4
210	5
211	3
212	5
213	3
214	5
215	3
216	3
217	5
218	3
219	4
220	4
221	2
222	5
223	5
224	2
225	4
226	1
227	3
228	1
229	3
230	1
231	5
232	1
233	5
234	3
235	3
236	3
237	1
238	4
239	4
240	2
241	2
242	2
243	1
244	5
245	1
246	5
247	1
248	5
249	2
250	2
251	2
252	3
253	3
254	3
255	1
256	5
257	5
258	2
259	3
260	5
261	5
262	5
263	5
264	3
265	1
266	5
267	4
268	4
269	5
270	2
271	3
272	3
273	1
274	5
275	1
276	1
277	4
278	3
279	2
280	4
281	4
282	3
283	1
284	3
285	4
286	1
287	2
288	1
289	2
290	1
291	4
292	2
293	5
294	1
295	3
296	3
297	5
298	4
299	4
300	5
301	2
302	3
303	1
304	3
305	2
306	2
307	2
308	3
309	1
310	3
311	1
312	5
313	3
314	4
315	3
316	2
317	1
318	2
319	4
320	3
321	2
322	2
323	4
324	5
325	1
326	2
327	5
328	4
329	4
330	4
331	4
332	2
333	1
334	4
335	1
336	3
337	5
338	2
339	4
340	3
341	3
342	3
343	3
344	2
345	4
346	5
347	1
348	2
349	4
350	5
351	1
352	2
353	1
354	4
355	3
356	4
357	1
358	5
359	4
360	2
361	5
362	4
363	5
364	2
365	3
366	5
367	5
368	4
369	5
370	4
371	1
372	1
373	1
374	2
375	4
376	1
377	4
378	1
379	1
380	2
381	1
382	4
383	1
384	5
385	3
386	5
387	2
388	2
389	1
390	1
391	3
392	1
393	5
394	1
395	2
396	5
397	4
398	2
399	2
400	3
401	5
402	4
403	4
404	3
405	4
406	5
407	2
408	3
409	5
410	1
411	4
412	1
413	1
414	1
415	3
416	1
417	3
418	1
419	3
420	4
421	5
422	2
423	4
424	5
425	3
426	1
427	3
428	1
429	2
430	1
431	3
432	5
433	5
434	3
435	2
436	2
437	3
438	2
439	5
440	3
441	4
442	4
443	4
444	2
445	5
446	3
447	2
448	4
449	3
450	3
451	4
452	1
453	1
454	1
455	4
456	4
457	3
458	3
459	3
460	4
461	3
462	1
463	5
464	4
465	3
466	1
467	1
468	2
469	3
470	5
471	1
472	1
473	2
474	4
475	2
476	2
477	1
478	5
479	1
480	5
481	4
482	2
483	1
484	3
485	5
486	3
487	1
488	3
489	5
490	4
491	1
492	2
493	5
494	4
495	4
496	1
497	4
498	5
499	5
500	5
501	5
502	2
503	4
504	2
505	3
506	1
507	2
508	4
509	4
510	3
511	3
512	2
513	2
514	5
515	3
516	5
517	2
518	4
519	4
520	2
521	5
522	1
523	4
524	3
525	4
526	3
527	2
528	4
529	1
530	3
531	4
532	1
533	1
534	2
535	2
536	2
537	1
538	3
539	1
540	4
541	3
542	5
543	4
544	3
545	2
546	4
547	3
548	3
549	4
550	4
551	1
552	1
553	3
554	2
555	4
556	5
557	4
558	5
559	1
560	5
561	1
562	3
563	5
564	4
565	1
566	3
567	5
568	2
569	2
570	3
571	3
572	4
573	2
574	1
575	3
576	2
577	2
578	2
579	1
580	2
581	1
582	2
583	4
584	3
585	1
586	4
587	1
588	4
589	4
590	3
591	3
592	5
593	2
594	5
595	3
596	1
597	1
598	1
599	4
600	4
601	2
602	1
603	4
604	2
605	2
606	1
607	4
608	5
609	1
610	1
611	5
612	2
613	1
614	1
615	5
616	5
617	2
618	1
619	5
620	1
621	1
622	1
623	1
624	4
625	4
626	2
627	4
628	1
629	4
630	3
631	3
632	2
633	5
634	3
635	5
636	1
637	4
638	2
639	3
640	4
641	3
642	4
643	3
644	4
645	3
646	1
647	3
648	1
649	4
650	5
651	4
652	5
653	4
654	3
655	3
656	2
657	1
658	3
659	4
660	1
661	2
662	4
663	1
664	1
665	4
666	1
667	1
668	4
669	3
670	5
671	4
672	4
673	1
674	5
675	5
676	5
677	4
678	2
679	5
680	3
681	3
682	1
683	1
684	3
685	4
686	3
687	2
688	1
689	4
690	5
691	3
692	5
693	1
694	2
695	4
696	3
697	2
698	1
699	3
700	3
701	5
702	5
703	3
704	3
705	4
706	3
707	4
708	2
709	3
710	2
711	1
712	3
713	5
714	4
715	5
716	2
717	3
718	3
719	1
720	4
721	5
722	1
723	4
724	1
725	4
726	2
727	1
728	1
729	1
730	2
731	4
732	2
733	1
734	2
735	1
736	3
737	4
738	1
739	1
740	4
741	4
742	5
743	4
744	4
745	5
746	4
747	3
748	1
749	2
750	1
751	1
752	3
753	1
754	5
755	4
756	1
757	5
758	4
759	1
760	5
761	1
762	1
763	3
764	1
765	2
766	1
767	2
768	1
769	3
770	5
771	2
772	5
773	5
774	3
775	4
776	1
777	2
778	2
779	5
780	5
781	2
782	5
783	2
784	3
785	5
786	2
787	5
788	4
789	2
790	3
791	2
792	5
793	3
794	5
795	2
796	1
797	2
798	3
799	3
800	5
801	2
802	1
803	2
804	3
805	3
806	5
807	5
808	3
809	4
810	4
811	4
812	5
813	3
814	4
815	5
816	5
817	4
818	4
819	5
820	1
821	3
822	3
823	4
824	2
825	5
826	5
827	3
828	1
829	4
830	4
831	4
832	3
833	1
834	4
835	2
836	3
837	5
838	3
839	1
840	4
841	3
842	3
843	2
844	2
845	1
846	4
847	3
848	5
849	1
850	2
851	3
852	5
853	3
854	2
855	5
856	1
857	5
858	3
859	2
860	1
861	4
862	4
863	4
864	4
865	5
866	1
867	3
868	2
869	1
870	4
871	4
872	4
873	3
874	3
875	1
876	1
877	2
878	1
879	5
880	3
881	1
882	5
883	2
884	1
885	4
886	3
887	4
888	4
889	2
890	4
891	5
892	4
893	5
894	3
895	3
896	1
897	1
898	5
899	2
900	4
901	5
902	5
903	4
904	5
905	1
906	2
907	3
908	1
909	3
910	5
911	3
912	5
913	1
914	4
915	5
916	1
917	1
918	5
919	3
920	4
921	2
922	1
923	2
924	5
925	2
926	1
927	2
928	4
929	5
930	1
931	1
932	2
933	1
934	4
935	3
936	4
937	1
938	2
939	4
940	1
941	5
942	4
943	2
944	5
945	4
946	3
947	1
948	2
949	4
950	2
951	2
952	2
953	5
954	3
955	1
956	4
957	5
958	4
959	1
960	5
961	5
962	1
963	4
964	1
965	4
966	5
967	1
968	5
969	1
970	5
971	4
972	3
973	2
974	5
975	5
976	5
977	4
978	2
979	3
980	3
981	5
982	3
983	3
984	5
985	4
986	3
987	3
988	3
989	4
990	2
991	3
992	2
993	5
994	5
995	1
996	1
997	5
998	3
999	3
